,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
771,CATE,Cash Tech,cash-tech,277917.56305113685,Asset Management,Financial,,,CATE
772,DAY,Chronologic,chronologic,277003.4751996978,,,,,DAY
773,IDT,InvestDigital,investdigital,269572.91593355156,,,,,IDT
774,BERRY,Rentberry,rentberry-1,260512.37437554658,,,,,BERRY
775,LQD,Liquidity Network,liquidity-network,260023.42671179643,,,Off-chain payment hubs,"Liquidity Network is a non-custodial, blockchain settlement system supporting off-chain payments (e.g. Ether/ERC20) and also the Liquidity Exchange, a non-custodial off-chain exchange.",LQD
776,ZLA,Zilla,zilla-1,259955.93167682202,,,,,ZLA
777,GUP,Matchpool,matchpool-1,257974.3597178804,,,,,GUP
778,ELY,Elysian,elysian,251009.58486179524,Misc,Services,Platform to build ecommerce websites,,ELY
779,MXT,MarteXcoin,martexcoin,247065.10184343197,,,,,MXT
780,TAG,TagCoin,tagcoin,244094.66282518918,,,,,TAG
781,PAID,PAID,paid,242916.33312860178,Application Development,Infrastructure,,,PAID
782,CHESS,ChessCoin,chesscoin,227772.3605481765,,,,,CHESS
783,KIND,Kind Ads Token,kind-ads-token,226325.9975848458,,,,,KIND
784,IPL,VouchForMe,vouchforme,206894.74870330107,,,,,IPL
785,DXT,Datawallet,datawallet-1,184714.98289558192,,,,,DXT
786,SYN,SynLev,synlev,177760.16359522872,Derivatives,Financial,,,SYN
787,TBX,Tokenbox,tokenbox,163130.19723259742,Asset Management,Financial,"Ecosystem for cryptoinvestors, traders and funds",,TBX
788,REX,imbrex,imbrex,142040.90286741298,,,,,REX
789,MORE,More Coin,more-coin,127483.51192696915,,,,,MORE
790,DNA,EncrypGen,encrypgen,122017.73222737633,,,,,DNA
791,THRT,Thrive Token,thrive-token,121355.8743694581,,,,,THRT
792,VCT,ValueCyberToken,valuecybertoken,117050.72141663729,,,,,VCT
793,FNX,FinNexus,finnexus,81906.87046060312,Derivatives,Financial,,,FNX
794,DFT,DraftCoin,draftcoin,73667.9263348454,,,,,DFT
795,PLAT,BitGuild PLAT,bitguild-plat,57935.84949473463,,,,,PLAT
796,BERN,BERNcash,berncash,54597.07964056356,,,,,BERN
797,PAK,Pakcoin,pakcoin,53622.2810259848,,,,,PAK
798,TEAM,TEAM (TokenStars),team-tokenstars,51192.80161228862,,,,,TEAM
799,SUR,Suretly,suretly-1,49346.5726301261,,,,,SUR
800,XBTC21,Bitcoin 21,bitcoin-21,43650.75891453423,,,,,XBTC21
801,XCON,Connect Coin,connect-coin-1,42611.73363249119,,,,,XCON
802,SIG,Spectiv,spectiv-1,37833.57631161114,,,,,SIG
803,TALK,BTCtalkcoin,btctalkcoin,24767.182012248923,,,,,TALK
804,QBC,Quebecoin,quebecoin,15221.04408104589,,,,,QBC
805,MLM,MktCoin,mktcoin,14133.375052839914,,,,,MLM
806,EASY,EasyFi,easyfi,11691.769643572958,Lending,Financial,,,EASY
807,ICON,Iconic,iconic-1,5706.028165144407,,,,,ICON
808,LTCU,LiteCoin Ultra,litecoin-ultra,3453.744853023186,,,,,LTCU
809,XPTX,PlatinumBAR,platinumbar,1723.4700090169724,,,,,XPTX
810,MEET,CoinMeet,coinmeet,0,,,,,MEET
811,VEO,Amoveo,amoveo,0,,,A blockchain for trust-minimized financial derivatives,Amoveo is a peer-to-peer market protocol for trading financial derivatives.,VEO
812,GLC,GlobalCoin,globalcoin,,,,,,GLC
813,TUBE,BitTube,bittube,0,,,,,TUBE
814,SPHR,Sphere,sphere-1,0,,,,,SPHR
815,ROX,Robotina,robotina,0,Energy,Services,IoT and electricity consumption platform,,ROX
816,NGC,Naga Group,naga-group,0,,,Decentralized trading platform,,NGC
817,UTT,United Traders,united-traders,0,,,United Traders is a modern investment and financial company.,,UTT
818,VDX,Vodi X,vodi-x,0,,,,,VDX
819,C20,Crypto20,crypto20,0,Financial,Asset Management,Cryptocurrency index fund,,C20
820,SLS,SaluS,salus,0,Information,Services,,,SLS
821,BTX,Bitcore,bitcore,0,,,A “lifestyle” cryptocurrency for cheap direct payments,"Bitcore is a Bitcoin fork designed to optimize for cheap transaction fees, on-chain scalability, and a reliable direct payments network.
",BTX
822,HBT,Hubii Network,hubii-network-1,0,,,,,HBT
823,PLA,PLA,pla,,Gaming,Payments,,,PLA
824,ODE,ODEM,odem,0,Misc,Services,Education marketplace,,ODE
825,NEC,Nectar,nectar,0,Decentralized Exchanges,Financial,,,NEC
826,DICE,Etheroll,etheroll-1,0,,,,,DICE
827,VBK,VeriBlock,veriblock,0,Security,Services,Inherited network security by leveraging Bitcoin's blockchain consensus,VeriBlock is a protocol designed to enable any other blockchain to inherit the network security of the Bitcoin network. ,VBK
828,HYDRO,Hydro,hydro,0,Application Development,Infrastructure,,,HYDRO
829,PLBT,Polybius,polybius,0,,,A decentralized banking protocol,"Polybius is a self-described ""normal bank"" that aims to improve their banking process with a blockchain protocol. ",PLBT
830,AXIOM,Axiom,axiom,0,,,,,AXIOM
831,IDH,indaHash,indahash-1,0,,,,,IDH
832,TERN,Ternio,ternio-1,0,,,,,TERN
833,XUC,Exchange Union,exchange-union-1,0,,,,,XUC
834,ACU,Acuity,acuity,,,,,,ACU
835,DAXX,DaxxCoin,daxxcoin,,,,,,DAXX
836,BON,Bonpay,bonpay-1,,,,,,BON
837,SFE,SafeCoin,safecoin,,,,,,SFE
838,BXT,Bittoken,bittoken,,,,,,BXT
839,AL,Artificial Intelligence,artificial-intelligence,,,,,,AL
840,TIT,Titcoin,titcoin,,,,,,TIT
841,EOT,EOT Token,eot-token,,,,,,EOT
842,FORTH,Ampleforth Governance Token,ampleforth-governance-token,,Currencies,Payments,Ampleforth's governance token,,FORTH
843,NVCET,NVCET,nvcet,,,,,,NVCET
844,AVT,Aventus,aventus-1,,,,,,AVT
845,CNY,Chinese Yuan,chinese-yuan,,,,,,CNY
846,SKOIN,Skoincoin,skoincoin,,,,,,SKOIN
847,XRL,Rialto,rialto-1,,,,,,XRL
848,XVC,Vcash,vcash,,,,,,XVC
849,SPORE,SPORE,spore,,Application Development,Services,,,SPORE
850,BSR,BitSoar,bitsoar,,,,,,BSR
851,CARB,CarbCoin,carbcoin,,,,,,CARB
852,HER,HeroNode,heronode,,,,,,HER
853,OXB,Oxbull Tech,oxbull-tech,,,,,,OXB
854,KBR,Kubera Coin,kubera-coin,,,,,,KBR
855,SLOTH,Slothcoin,slothcoin,,,,,,SLOTH
856,ELLA,Ellaism,ellaism,,,,,,ELLA
857,AGR,Autograde,autograde,,,,,,AGR
858,WTHC,WTHC,wthc,,,,,,WTHC
859,ICOIN,iCoin,icoin,,,,,,ICOIN
860,700,700,700,,,,,,700
861,QBIC,Qbic,qbic,,,,,,QBIC
862,INCP,InceptionCoin,inceptioncoin,,,,,,INCP
863,LIF,Winding Tree,winding-tree-1,,,,,,LIF
864,LYL,LoyalCoin,loyalcoin-1,,,,,,LYL
865,VISR,Visor,visor,,Asset Management,Financial,,,VISR
866,TRANSF,Transformers,transformers,,,,,,TRANSF
867,LOVC,Love Wine Chain,love-wine-chain,,,,,,LOVC
868,UP,UpToken,uptoken-1,,,,,,UP
869,WING,Wing Finance,wing-finance,,Lending,Financial,,,WING
870,FCH,FastCash,fastcash,,,,,,FCH
871,LND,Lendingblock,lendingblock-1,,,,,,LND
872,PVT,Pivot,pivot,,Information,Media and Entertainment,an investment and communication platform for blockchains,Pivot is an investment and communication platform for blockchains. It is dedicated to providing users with real-time cryptocurrency market data and function as a one-stop-shop for trading services.,PVT
873,ACH,AchieveCoin,achievecoin,,,,,,ACH
874,XCHF,CryptoFrank,cryptofrank,,,,,,XCHF
875,BX,BITTX,bittx,,,,,,BX
876,DOC,Doc,doc,,,,,,DOC
877,GRIM,Grimcoin,grimcoin,,,,,,GRIM
878,DOGEJ,DogeJunior,dogejunior,,,,,,DOGEJ
879,BTCHOT,Bitcoin Hot,bitcoin-hot-1,,,,,,BTCHOT
880,REBL,REBL,rebl,,,,,,REBL
881,ORB,Orbitcoin,orbitcoin,,,,,,ORB
882,TSE,Tattoocoin (Standard Edition),tattoocoin-standard-edition,,,,,,TSE
883,CZK,Czech Republic Koruna,czech-republic-koruna,,,,,,CZK
884,GTOK,GTOK,gtok,,,,,,GTOK
885,EOSC,EOSFORCE,eosforce,,,,,,EOSC
886,XCPO,COPICO,copico-1,,,,,,XCPO
887,MAGE,MagicCoin,magiccoin,,,,,,MAGE
888,OCHO,Bitcoin Ocho,bitcoin-ocho,,,,A Bitcoin fork dedicated to an 8 MB block sizes,"Bitcoin Ocho is named after the size of its blocks and focused on base-layer transaction throughput.
",OCHO
889,SIC,Swisscoin,swisscoin,,,,,,SIC
890,MSP,Mothership,mothership,,,,Mothership is a tokenized cryptocurrency exchange integrated with a multi-signature wallet. ,Mothership is a tokenized cryptocurrency exchange integrated with a multi-signature wallet. ,MSP
891,CNET,ContractNet,contractnet,,,,,,CNET
892,TAM,TamaGucci,tamagucci,,,,,,TAM
893,MARX,MarxCoin,marxcoin,,,,,,MARX
894,ECLI,eClipseCoin,eclipsecoin,,,,,,ECLI
895,FBTC,Fox BTC,fox-btc,,,,A Bitcoin fork focused on empowering Bitcoin forking,"Fox BTC is a Bitcoin fork that aims to empower corporate Bitcoin forks.
",FBTC
896,XLC,Leviar,leviar,,,,,,XLC
897,APR,APR Coin,apr-coin,,,,,,APR
898,BCX,Bitcoin X,bitcoin-x,,,,A Bitcoin fork for sharding and Proof-of-Stake consensus research,"BitcoinX is a Bitcoin fork that plans to transition to Proof-of-Stake to research staking protocol parameters applied to Bitcoin.
",BCX
899,DIM,DIMCOIN,dimcoin,,,,,,DIM
900,TKC,Token Planets,token-planets,,,,,,TKC
901,BOOM,BOOM Coin,boom-coin,,,,,,BOOM
902,PUSH,EPNS - Ethereum Push Notification Service,epns-ethereum-push-notification-service,,Application development,Services,Protocol for blockchain based notifications,Protocol for blockchain based notifications that are platform agnostic and incentivized.,PUSH
903,KRB,Karbo,karbo,,,,,,KRB
904,BCHET,BCHET,bchet,,,,,,BCHET
905,ULTC,UltimateCoin,ultimatecoin,,,,,,ULTC
906,HCA,Hyper Cash,hyper-cash,,,,,,HCA
907,XRE,RevolverCoin,revolvercoin,,,,,,XRE
908,VEIL,Veil,veil,,Currencies,Payments,Privacy-focused cryptocurrency,"Veil is a cryptocurrency project working to facilitate the shift from physical to digital cash economies, making privacy the most convenient choice through both cutting-edge technology and a quality user experience. Fair distribution and broad decentralization are supported through a hybrid Proof-of-Stake and Proof-of-Work consensus system, including support for the RandomX and ProgPoW mining algorithms. Through RingCT, stealth addresses, Dandelion, and compulsory privacy, Veil provides coin fungibility and privacy.",VEIL
909,AVH,Animation Vision Cash,animation-vision-cash,,,,,,AVH
910,CLR,ClearCoin,clearcoin-1,,,,,,CLR
911,MAT,manet,manet,,,,,,MAT
912,MIST,Mist,mist,,,,,,MIST
913,ARCH,Arch Coin,arch-coin,,,,,,ARCH
914,IONX,Ionomyx,ionomyx,,,,,,IONX
915,IXI,Ixian,ixian,,Content Creation and Distribution,Media and Entertainment,A blockchain for high-speed data transference ,"Ixian is an open source platform that focuses on encrypted, high speed data transfer and micro-transactions.",IXI
916,METAL,MetalCoin,metalcoin,,,,,,METAL
917,HPB,High Performance Blockchain,high-performance-blockchain,,Enterprise and BaaS,Infrastructure,,,HPB
918,CDO,Cryptodao,cryptodao,,,,,,CDO
919,FIS,Stafi,stafi,,Derivatives,Financial,,,FIS
920,EXN,ExchangeN,exchangen,,,,,,EXN
921,CNB,Canabio,canabio,,,,,,CNB
922,,Metacartel Ventures,metacartel-ventures,,Asset Management,Financial,Decentralized venture capital fund,"MetaCartel Ventures is a permissioned, for-profit investment <a href=""https://messari.io/resource/dao"">DAO</a> coupled with a legal entity. The goal is to fund promising projects building new applications on top of Ethereum while providing financial returns to its members. Initially, the fund will only be open to accredited investors who need to be voted in by existing members. Investments can be made in tokens, agreements for future tokens, and traditional equity in startups. ",
923,DUB,Dubstep,dubstep,,,,,,DUB
924,ADI,Aditus,aditus-1,,,,,,ADI
925,SPT,Spots,spots,,,,,,SPT
926,MZI,MZI,mzi,,,,,,MZI
927,DVD,DVD,dvd,,,,,,DVD
928,EWC,EWangBiCoin,ewangbicoin,,,,,,EWC
929,DTRC,Datarius Credit,datarius-credit,,,,,,DTRC
930,JAMM,FlynnJamm,flynnjamm,,,,,,JAMM
931,AUTUMNCOIN,Autumncoin,autumncoin,,,,,,AUTUMNCOIN
932,BITB,Bean Cash,bean-cash,,,,,,BITB
933,LEMON,LemonCoin,lemoncoin,,,,,,LEMON
934,TB,Telebet,telebet,,,,,,TB
935,QAU,Quantum,quantum,,,,,,QAU
936,TAAS,TaaS,taas-1,,,,,,TAAS
937,BAS,Basis Share,basis-share,,,,,,BAS
938,ION,ION,ion,,,,,,ION
939,VIT,Vision Industry Token,vision-industry-token,,,,,,VIT
940,CIN,cinema,cinema,,,,,,CIN
941,ZUR,Zurcoin,zurcoin,,,,,,ZUR
942,GGC,Global Game Coin,global-game-coin,,Gambling,Services,,,GGC
943,HRK,Croatian Kuna,croatian-kuna,,,,,,HRK
944,HRC,Haracoin,haracoin,,,,,,HRC
945,IFT,InvestFeed,investfeed-1,,,,,,IFT
946,HUC,HunterCoin,huntercoin,,,,,,HUC
947,ABLX,ABLE X,able-x,,,,,,ABLX
948,BIOB,BioBar,biobar,,,,,,BIOB
949,VAL,Sora Validator Token,sora-validator-token,,Smart Contract Platforms,Infrastructure,,,VAL
950,CREDO,Credo,credo-1,,,,,,CREDO
951,ORLY,OrlyCoin,orlycoin,,,,,,ORLY
952,BAB,Babel,babel,,,,,,BAB
953,QTL,Quatloo,quatloo,,,,,,QTL
954,CBS,Cerberus,cerberus,,,,,,CBS
955,MPK,ImpakCoin,impakcoin,,,,,,MPK
956,PUPA,PupaCoin,pupacoin,,,,,,PUPA
957,PYLON,Pylon Finance,pylon-finance,,,,,,PYLON
958,RNS,Renos,renos,,,,,,RNS
959,VFOX,VFOX,vfox,,,,,,VFOX
960,DACC,DACC,dacc-1,,,,,,DACC
961,SLCO,Silco,silco,,,,,,SLCO
962,SAI,SAI,sai,,,,,,SAI
963,OURO,Ouroboros,ouroboros,,,,,,OURO
964,TAKE,TAKE,take,,,,,,TAKE
965,GOLF,Golfcoin,golfcoin,,,,,,GOLF
966,ETHP,ETHEREUM PLUS,ethereum-plus,,,,,,ETHP
967,POLIS,Polis,polis,,,,,,POLIS
968,SCRL,Scroll,scroll,,,,,,SCRL
969,X8X,X8,x8,,,,A stable cryptocurrency managed by AI,"X8 is a Ethereum-based stablecoin backed by 8 currencies and gold with Artificial Intelligence-managed supply.
",X8X
970,XES,Proxeus,proxeus,,,,,,XES
971,CCO,Ccore,ccore-1,,,,,,CCO
972,NBC,Niobium Coin,niobium-coin,,,,,,NBC
973,MASK,NFTX Hashmasks Index,nftx-hashmasks-index,,,,,,MASK
974,UAH,Ukrainian Hryvnia,ukrainian-hryvnia,,,,,,UAH
975,USDET,USDET,usdet,,,,,,USDET
976,ZURMO,XZurmo,xzurmo,,,,,,ZURMO
977,BNBX,BNBX,bnbx,,,,,,BNBX
978,CSTA,Star Coin,star-coin,,,,,,CSTA
979,ABL,Airbloc,airbloc,,,,Data marketplace,,ABL
980,VLTC,Vault Coin,vault-coin,,,,,,VLTC
981,CHATX,CHATX,chatx,,,,,,CHATX
982,BEC,BEC,bec,,,,,,BEC
983,XBA,Bitcoin Air,bitcoin-air,,,,The first DAO multi-currency collateralized stablecoin blockchain,"Bitcoin Air is a Bitcoin fork focused on efficiency, the environment, and price stability.
",XBA
984,ARGO,Argo,argo,,,,,,ARGO
985,STP,Standard Tokenization Protocol,standard-tokenization-protocol,,,,A new smart contract protocol framework for token offerings ,Standard Tokenization Protocol is a decentralized smart contract platform with a native ERC-20 compliant token designed to standardize and facilitate the issuance of digital assets that meet all jurisdictional and issuer compliance requirements. ,STP
986,KLC,KiloCoin,kilocoin,,,,,,KLC
987,AICR,AI Crypto,ai-crypto,,,,,,AICR
988,EXPERIENCECOIN,ExperienceCoin,experiencecoin,,,,,,EXPERIENCECOIN
989,ELITE,Ethereum Lite,ethereum-lite,,,,,,ELITE
990,BSTN,BitStation,bitstation,,,,,,BSTN
991,TYV,TYV,tyv,,,,,,TYV
992,KARMA,Karma DAO,karma-dao,,,,,,KARMA
993,ABAO,ABAO,abao,,,,,,ABAO
994,ARTC,Artcurrency,artcurrency,,,,,,ARTC
995,FIDA,Bonfida,bonfida,,Decentralized Exchanges,Financial,,"Built by the Bonfida Foundation., Bonfida is the full product suite that aims to bridge the gap between Serum, Solana, and the user. Bonfida is the flagship Serum GUI and brings Solana data analytics to the field.",FIDA
996,DB,DarkBit,darkbit,,,,,,DB
997,ASK,Permission,permission,,Rewards,Payments,A Permission based engagement platform for Web 3.0,"The Permission Coin (ASK) enables permission advertising for eCommerce. Powered by the Permission Blockchain, ASK coins make it easy for individuals to securely grant permission and monetize their personal data across global eCommerce platforms and myriad advertising verticals. Currently, members can earn and spend ASK while shopping on Permission.io. Eventually, members will have the ability to earn and spend ASK across a large-scale global ecosystem of third-party eCommerce applications and APIs.
",ASK
998,ORE,Galactrum,galactrum,,,,,,ORE
999,WLK,Wolk,wolk-1,,,,,,WLK
1000,PRIX,Privatix,privatix-1,,,,,,PRIX
1001,BRAP,Brapper Token,brapper-token,,,,A token for social media payments,Brapper is an ERC-20 token designed to facilitate payments within and between social media platforms.,BRAP
1002,ESRC,ESRC,esrc,,,,,,ESRC
1003,RICKS,PickleRicks,picklericks,,,,,,RICKS
1004,EET,Energyeco,energyeco,,,,,,EET
1005,XPRT,Persistence,persistence,,,Financial,Protocol Powering Next-Gen Financial Products,,XPRT
1006,IFAN,IFAN,ifan-1,,,,,,IFAN
1007,LTD,Limited Coin,limited-coin,,,,,,LTD
1008,FLN,FloripaCoin,floripacoin,,,,,,FLN
1009,JOBS,JobsCoin,jobscoin,,,,,,JOBS
1010,GRLC,Garlicoin,garlicoin,,,,,,GRLC
1011,PKC,PikcioChain,pikciochain-1,,,,,,PKC
1012,CVCOIN,CVCoin,cvcoin-1,,,,,,CVCOIN
1013,BBT,BitBoost,bitboost-1,,,,,,BBT
1014,WFEE,WFEE,wfee,,,,,,WFEE
1015,STRB,Super Turbo Stake,super-turbo-stake,,,,,,STRB
1016,FONZ,FonzieCoin,fonziecoin,,,,,,FONZ
1017,EON,Exscudo,exscudo-1,,,,,,EON
1018,BITM,BITM,bitm,,,,,,BITM
1019,JOY,JOYREUM,joyreum,,,,,,JOY
1020,WORM,HealthyWormCoin,healthywormcoin,,,,,,WORM
1021,OKO,OKO,oko,,,,,,OKO
1022,ALX,ALAX,alax,,,,,,ALX
1023,RRT,Recovery Right Tokens,recovery-right-tokens,,,,,,RRT
1024,YHC,YokohamaCoin,yokohamacoin,,,,,,YHC
1025,SFR,Saffron Coin,saffron-coin,,,,,,SFR
1026,LBTC,Lightning Bitcoin,lightning-bitcoin,,,,A Proof-of-Stake Bitcoin fork focused on transaction speed,"Lightning Bitcoin is a Proof-of-Stake Bitcoin fork focused on optimizing for cheap, fast on-chain transactions. 
",LBTC
1027,CENNZ,Centrality,centrality,,Application Development,Infrastructure,Blockchain platform and venture studio,Centrality is a venture studio to create a marketplace of decentralized applications ,CENNZ
1028,DETH,DarkEther,darkether,,,,,,DETH
1029,KATANA,Katana Finance,katana-finance,,,,,,KATANA
1030,VSX,Vsync,vsync-1,,,,,,VSX
1031,AIR,AirToken,airtoken-1,,,,,,AIR
1032,FOOD,FoodCoin,foodcoin-1,,,,,,FOOD
1033,TDFB,TDFB,tdfb,,,,,,TDFB
1034,BGON,One,one,,,,,,BGON
1035,XPM,Primecoin,primecoin,,,,,,XPM
1036,HSR,Hshare,hshare,,,,,,HSR
1037,808,808Coin,808coin,,,,,,808
1038,PRM,PrismChain,prismchain,,,,,,PRM
1039,BRAIN,BrainCoin,braincoin,,,,,,BRAIN
1040,WOMEN,WomenCoin,womencoin,,,,,,WOMEN
1041,ADF,Ad Flex Token,ad-flex-token,,,,,,ADF
1042,WBB,Wild Beast Block,wild-beast-block,,,,,,WBB
1043,SUBSCRIPTIO,Subscriptio,subscriptio,,,,,,SUBSCRIPTIO
1044,HADE,HADE Platform,hade-platform,,,,,,HADE
1045,HNR,Honor,honor,,,,,,HNR
1046,AQUA,AQUA,aqua,,,,,,AQUA
1047,ABO,ABO Chain,abo-chain,,,,,,ABO
1048,FLIK,FLiK,flik-1,,,,,,FLIK
1049,BULL,BuySell,buysell,,Advertising,Services,,BuySell Coin is a project aimed to help the wild animals,BULL
1050,SISA,SISA,sisa-1,,,,,,SISA
1051,CARD,Cardstack,cardstack-1,,,,,,CARD
1052,CLUD,CludCoin,cludcoin,,,,,,CLUD
1053,BPOK,BitPokemonGo,bitpokemongo,,,,,,BPOK
1054,SCAN,SCAN,scan,,,,,,SCAN
1055,WHO,WHO,who,,,,,,WHO
1056,WOOFY,Woofy,woofy,,,,,,WOOFY
1057,LC4,LEOcoin,leocoin,,,,,,LC4
1058,STEEP,SteepCoin,steepcoin,,,,,,STEEP
1059,SDA,eSDChain,esdchain,,IoT,Services,,,SDA
1060,GCC,GuccioneCoin,guccionecoin-1,,,,,,GCC
1061,GSM,GSM Coin,gsm-coin,,,,,,GSM
1062,SPL,Simplicity,simplicity,,,,,,SPL
1063,IPX,Tachyon Protocol,tachyon-protocol,,Shared Compute,Infrastructure,,"Tachyon Protocol is a decentralized internet protocol built on the V SYSTEMS blockchain that aims to create a trusted, stable, fast, reliable and transparent decentralized information network. By implementing techniques from DHT, blockchain, UDP and encryption, Tachyon Protocol is working to building the next generation TCP/IP that can provide a self-sufficient internet environment with high security, untraceability, availability, and maximum network speed.",IPX
1064,OBITS,OBITS,obits,,,,,,OBITS
1065,RBT,Rimbit,rimbit,,,,,,RBT
1066,SLTX,Social Lending Token,social-lending-token,,,,,,SLTX
1067,SLL,SLL,sll,,,,,,SLL
1068,SMA,smartToken,smarttoken,,,,,,SMA
1069,FRK,Franko,franko,,,,,,FRK
1070,ARCT,ArbitrageCT,arbitragect,,,,,,ARCT
1071,MST,MustangCoin,mustangcoin,,,,,,MST
1072,CSM,Consentium,consentium-1,,,,,,CSM
1073,TNS,Transcodium,transcodium-1,,,,,,TNS
1074,TIDAL,Tidal Finance,tidal-finance,,Lending,Financial,,,TIDAL
1075,PASL,Pascal Lite,pascal-lite,,,,,,PASL
1076,BYC,Bytecent,bytecent,,,,,,BYC
1077,INSN,InsaneCoin,insanecoin,,,,,,INSN
1078,XOT,Internet of Things,internet-of-things,,,,,,XOT
1079,SUB,Substratum,substratum,,Shared Compute,Services,,,SUB
1080,XET,Eternal Token,eternal-token,,,,,,XET
1081,ANRX,AnRKey X,anrkey-x,,Gaming,Media and Entertainment,,,ANRX
1082,GHOST,Ghost,ghost,,Currencies,Financial,,Ghost is a Decentralized Proof-Of-Stake Privacy coin. Send/Receive anonymous payments using Anon or Blind addresses that are confidential using RingCT and Bulletproofs. Individuals can send public transactions that are viewable on the blockchain or shield these transactions with different levels of privacy tailored to your preference. Ghost consensus method is  (PoS) and has a decentralization community.,GHOST
1083,XBR,BitRewards,bitrewards-1,,,,,,XBR
1084,MYR,Malaysian Ringgit,malaysian-ringgit,,,,,,MYR
1085,GCT,GlobalCas,globalcas,,,,,,GCT
1086,REA,Realisto,realisto-1,,,,,,REA
1087,GARY,President Johnson,president-johnson,,,,,,GARY
1088,HOR,Hours Chain,hours-chain,,,,,,HOR
1089,CSETH,CSETH,cseth,,,,,,CSETH
1090,EUR,Euro,euro,,,,,,EUR
1091,USHB,USHB,ushb,,,,,,USHB
1092,DML,Decentralized Machine Learning,decentralized-machine-learning,,,,Machine learning data marketplace,,DML
1093,MYO,Mycro,mycro,,,,,,MYO
1094,PINKX,PantherCoin,panthercoin,,,,,,PINKX
1095,DRPU,DCORP Utility,dcorp-utility,,,,,,DRPU
1096,ENTRP,Hut34 Entropy,hut34-entropy,,AI,Infrastructure,,"the Hut34 Project is building a network to provide a unique and useful connection between those who have information and those who wish to use it. Through facilitating the connection of participants, the open exchange of data, and information, smart routing and and ranking the Hut34 network will provide information to those who need or want it.",ENTRP
1097,HLM,Squorum,helium-1,,,,,,HLM
1098,BDC,Black Diamond,black-diamond,,,,,,BDC
1099,CHRC,CHRC,chrc,,,,,,CHRC
1100,XX,XX Network,xx-network,,Currencies,Currency,A protected digital sphere to exchange value and ideas,"The xx network is a consumer-scale online platform which enables users to share information and exchange value without exposing data about themselves to organizations who could gather and abuse it. Data protection is achieved using a new form of mixnet technology developed by Elixxir for decentralized and secure private communications. Praxxis consensus technology enables the xx network to operate without centralized control, giving decision-making power to users through a democratic governance system. Finally, Praxxis blockchain technology allows users to store and exchange value amongst each other with no middle-man and low-fees, while protecting users' identities.",XX
1101,BTF,Bitcoin Flash,bitcoin-flash,,,,A Bitcoin fork that supports instant transaction confirmations,"Bitcoin Flash is a Bitcoin fork focused on securing and optimizing instant transaction confirmations. 
",BTF
1102,888,OctoCoin,octocoin,,,,,,888
1103,WUSD,Official USD token,official-usd-token,,,,,,WUSD
1104,EDT,EtherDelta Token,etherdelta-token,,,,,,EDT
1105,PHP,Philippine Peso,philippine-peso,,,,,,PHP
1106,THB,Thai Baht,thai-baht,,,,,,THB
1107,LEV,Leverj,leverj-1,,,,,,LEV
1108,MEDIC,MedicCoin,mediccoin,,,,,,MEDIC
1109,DFX,DFX,dfx,,Decentralized Exchanges,Financial,,,DFX
1110,BWS,Bitcoin W Spectrum,bitcoin-w-spectrum,,,,,,BWS
1111,DRS,Digital Rupees,digital-rupees,,,,,,DRS
1112,ARE,Aureus,aureus,,,,,,ARE
1113,ANS,ANS,ans,,,,,,ANS
1114,BTD,Bitcoin Dollar,bitcoin-dollar,,,,An airdropped Bitcoin-branded token focused on Artificial Intelligence,"Bitcoin Dollar is an airdropped Bitcoin-branded token focused on equitable distribution and incorporating Artificial Intelligence. 
",BTD
1115,LGO,LGO Token,lgo-exchange,,,,,,LGO
1116,VGX,Voyager Token,voyager-token,,Wallet,Financial,,,VGX
1117,ONL,On.Live,on-live-1,,,,,,ONL
1118,SMC,Spacemesh,spacemesh,,Smart Contract Platforms,Infrastructure,Proof of Space Time Blockchain,,SMC
1119,MUSIC,Musicoin,musicoin,,,,,,MUSIC
1120,DTB,Databits,databits,,,,,,DTB
1121,POLYDOGE,PolyDoge,polydoge,,,,,,POLYDOGE
1122,MNX,MinexCoin,minexcoin-1,,,,,,MNX
1123,PLAN,Plancoin,plancoin-1,,,,,,PLAN
1124,BTCB,Bitcoin BEP2,bitcoin-bep2,,Currencies,Currency,Bitcoin-pegged token issued on Binance Chain,"BTCB is a Bitcoin-pegged token issued on Binance Chain. Crypto exchange Binance maintains this peg by ensuring each BTCP is 100% backed by a reserve of actual Bitcoin. Binance published the reserve address to allow interested third parties to audit the contents of the crypto exchange's Bitcoin pool and compare it to the number of issued BTCB. By introducing a Bitcoin substitute, Binance opened up the trading possibilities for users of its decentralized exchange (DEX), the primary service supported by Binance Chain.",BTCB
1125,DVRS,Diverse,diverse,,,,,,DVRS
1126,SCTK,SharesChain,shareschain,,,,,,SCTK
1127,SEND,Social Send,social-send,,,,,,SEND
1128,INFX,Influxcoin,influxcoin,,,,,,INFX
1129,BSCPAD,BSCPAD,bscpad,,Application Development,Services,,,BSCPAD
1130,NETC,NetworkCoin,networkcoin,,,,,,NETC
1131,LEVO,Levocoin,levocoin,,,,,,LEVO
1132,RNC,ReturnCoin,returncoin,,,,,,RNC
1133,KGB,KangarooBits,kangaroobits,,,,,,KGB
1134,ITI,iTicoin,iticoin,,,,,,ITI
1135,AOA,AuroraChain,aurorachain,,,,,,AOA
1136,GRN,Granite,granite,,,,,,GRN
